,Winner,Turns,Win_Rate
209,AI,48.0,0.5523809523809524
210,Bot,72.0,0.43601895734597157
211,Bot,45.0,0.4386792452830189
212,AI,58.0,0.5492957746478874
213,AI,104.0,0.5514018691588785
214,Bot,119.0,0.4372093023255814
215,Bot,86.0,0.4398148148148148
216,Bot,136.0,0.4423963133640553
217,AI,94.0,0.5458715596330275
218,AI,54.0,0.547945205479452
219,Bot,83.0,0.4409090909090909
220,AI,51.0,0.5475113122171946
221,Bot,72.0,0.44144144144144143
222,AI,60.0,0.547085201793722
223,AI,46.0,0.5491071428571429
224,Bot,57.0,0.44
225,AI,77.0,0.5486725663716814
226,AI,160.0,0.5506607929515418
227,AI,23.0,0.5526315789473685
228,AI,41.0,0.5545851528384279
229,Bot,115.0,0.43478260869565216
230,AI,90.0,0.5541125541125541
231,AI,29.0,0.5560344827586207
232,AI,46.0,0.5579399141630901
233,AI,25.0,0.5598290598290598
234,Bot,115.0,0.4297872340425532
235,AI,25.0,0.559322033898305
236,AI,115.0,0.5611814345991561
237,AI,46.0,0.5630252100840336
238,AI,31.0,0.5648535564853556
239,AI,46.0,0.5666666666666667
240,Bot,33.0,0.42323651452282157
241,Bot,84.0,0.4256198347107438
242,AI,42.0,0.5637860082304527
243,AI,34.0,0.5655737704918032
244,AI,15.0,0.5673469387755102
245,AI,15.0,0.5691056910569106
246,AI,138.0,0.5708502024291497
247,AI,18.0,0.5725806451612904
248,Bot,85.0,0.41767068273092367
249,Bot,59.0,0.42
250,AI,49.0,0.5697211155378487
251,Bot,28.0,0.42063492063492064
252,AI,33.0,0.5691699604743083
253,Bot,22.0,0.421259842519685
254,AI,51.0,0.5686274509803921
255,AI,62.0,0.5703125
256,AI,89.0,0.5719844357976653
257,Bot,60.0,0.4186046511627907
258,Bot,35.0,0.42084942084942084
259,Bot,90.0,0.4230769230769231
260,AI,165.0,0.5670498084291188
261,AI,132.0,0.5687022900763359
262,AI,42.0,0.5703422053231939
263,AI,105.0,0.571969696969697
264,Bot,68.0,0.4188679245283019
265,Bot,87.0,0.42105263157894735
266,AI,18.0,0.5692883895131086
267,AI,118.0,0.5708955223880597
268,AI,31.0,0.5724907063197026
269,Bot,72.0,0.4185185185185185
270,AI,22.0,0.5719557195571956
271,AI,24.0,0.5735294117647058
272,AI,68.0,0.575091575091575
273,AI,31.0,0.5766423357664233
274,AI,19.0,0.5781818181818181
275,AI,24.0,0.5797101449275363
276,Bot,19.0,0.41155234657039713
277,AI,57.0,0.579136690647482
278,AI,24.0,0.5806451612903226
279,AI,32.0,0.5821428571428572
280,Bot,34.0,0.4092526690391459
281,Bot,70.0,0.41134751773049644
282,AI,110.0,0.5795053003533569
283,AI,40.0,0.5809859154929577
284,AI,25.0,0.5824561403508772
285,Bot,23.0,0.4090909090909091
286,Bot,90.0,0.41114982578397213
287,Bot,27.0,0.4131944444444444
288,AI,27.0,0.5778546712802768
289,AI,39.0,0.5793103448275863
290,Bot,24.0,0.41237113402061853
291,AI,76.0,0.5787671232876712
292,Bot,107.0,0.4129692832764505
293,Bot,27.0,0.41496598639455784
294,AI,47.0,0.576271186440678
295,AI,15.0,0.5777027027027027
296,AI,14.0,0.5791245791245792
297,Bot,32.0,0.412751677852349
298,AI,57.0,0.5785953177257525
299,AI,59.0,0.58
300,AI,17.0,0.5813953488372093
301,Bot,44.0,0.4105960264900662
302,Bot,55.0,0.41254125412541254
303,AI,63.0,0.5789473684210527
304,AI,66.0,0.580327868852459
305,AI,97.0,0.5816993464052288
306,AI,35.0,0.5830618892508144
307,AI,16.0,0.5844155844155844
308,Bot,81.0,0.4077669902912621
309,Bot,99.0,0.4096774193548387
310,AI,36.0,0.5819935691318328
311,Bot,162.0,0.41025641025641024
312,AI,128.0,0.5814696485623003
313,Bot,115.0,0.410828025477707
314,AI,49.0,0.580952380952381
315,Bot,29.0,0.41139240506329117
316,AI,57.0,0.580441640378549
317,AI,18.0,0.5817610062893082
318,AI,27.0,0.5830721003134797
319,Bot,17.0,0.409375
320,AI,67.0,0.5825545171339563
321,AI,74.0,0.5838509316770186
322,AI,34.0,0.5851393188854489
323,AI,35.0,0.5864197530864198
324,AI,32.0,0.5876923076923077
325,AI,111.0,0.588957055214724
326,AI,28.0,0.5902140672782875
327,Bot,89.0,0.4024390243902439
328,AI,105.0,0.5896656534954408
329,AI,38.0,0.5909090909090909
330,Bot,25.0,0.40181268882175225
331,Bot,35.0,0.4036144578313253
332,AI,128.0,0.5885885885885885
333,AI,15.0,0.5898203592814372
334,AI,83.0,0.591044776119403
335,AI,73.0,0.5922619047619048
336,Bot,28.0,0.40059347181008903
337,AI,41.0,0.591715976331361
338,AI,25.0,0.5929203539823009
339,AI,48.0,0.5941176470588235
340,Bot,38.0,0.39882697947214074
341,Bot,31.0,0.40058479532163743
342,AI,46.0,0.5918367346938775
343,AI,71.0,0.5930232558139535
344,AI,22.0,0.5942028985507246
345,Bot,28.0,0.3988439306358382
346,AI,67.0,0.5936599423631124
347,AI,14.0,0.5948275862068966
348,AI,94.0,0.5959885386819485
349,AI,32.0,0.5971428571428572
350,AI,70.0,0.5982905982905983
351,Bot,24.0,0.39488636363636365
352,AI,50.0,0.5977337110481586
353,AI,50.0,0.5988700564971752
354,AI,31.0,0.6
355,Bot,108.0,0.39325842696629215
356,AI,95.0,0.5994397759103641
357,AI,117.0,0.6005586592178771
358,Bot,21.0,0.39275766016713093
359,Bot,16.0,0.39444444444444443
360,AI,67.0,0.5983379501385041
361,Bot,37.0,0.39502762430939226
362,Bot,25.0,0.39669421487603307
363,AI,32.0,0.5961538461538461
364,AI,53.0,0.5972602739726027
365,Bot,39.0,0.39617486338797814
366,AI,32.0,0.5967302452316077
367,AI,74.0,0.5978260869565217
368,,,
369,Bot,28.0,0.3945945945945946
370,AI,83.0,0.5956873315363881
371,AI,24.0,0.5967741935483871
372,Bot,45.0,0.3941018766756032
373,AI,82.0,0.5962566844919787
374,Bot,65.0,0.39466666666666667
375,Bot,27.0,0.3962765957446808
376,Bot,39.0,0.3978779840848806
377,,,
378,AI,48.0,0.5910290237467019
379,AI,57.0,0.5921052631578947
380,AI,24.0,0.5931758530183727
381,AI,28.0,0.5942408376963351
382,Bot,47.0,0.39425587467362927
383,Bot,69.0,0.3958333333333333
384,AI,48.0,0.5922077922077922
385,AI,45.0,0.5932642487046632
386,AI,25.0,0.5943152454780362
387,AI,66.0,0.595360824742268
388,AI,21.0,0.596401028277635
389,AI,78.0,0.5974358974358974
390,,,
391,AI,115.0,0.5969387755102041
392,AI,42.0,0.5979643765903307
393,AI,31.0,0.5989847715736041
394,AI,49.0,0.6
395,AI,21.0,0.601010101010101
396,AI,55.0,0.6020151133501259
397,AI,70.0,0.6030150753768844
398,AI,26.0,0.6040100250626567
399,AI,16.0,0.605
400,AI,38.0,0.6059850374064838
401,AI,89.0,0.6069651741293532
402,Bot,87.0,0.37965260545905705
403,AI,109.0,0.6064356435643564
404,Bot,29.0,0.3802469135802469
405,Bot,40.0,0.3817733990147783
406,Bot,42.0,0.3832923832923833
407,Bot,39.0,0.38480392156862747
408,AI,46.0,0.6014669926650367
409,AI,135.0,0.6024390243902439
410,Bot,104.0,0.3844282238442822
411,Bot,85.0,0.3859223300970874
412,Bot,48.0,0.387409200968523
413,Bot,46.0,0.3888888888888889
414,AI,57.0,0.5975903614457831
415,AI,12.0,0.5985576923076923
416,AI,19.0,0.5995203836930456
417,Bot,142.0,0.3875598086124402
418,AI,25.0,0.5990453460620525
419,Bot,58.0,0.3880952380952381
420,AI,55.0,0.5985748218527316
421,Bot,35.0,0.3886255924170616
422,Bot,89.0,0.3900709219858156
423,Bot,35.0,0.3915094339622642
424,AI,56.0,0.5952941176470589
425,AI,16.0,0.596244131455399
426,AI,118.0,0.5971896955503513
427,Bot,36.0,0.3901869158878505
428,Bot,13.0,0.3916083916083916
429,,,
430,AI,66.0,0.5939675174013921
431,AI,17.0,0.5949074074074074
432,AI,13.0,0.5958429561200924
433,Bot,53.0,0.38940092165898615
434,Bot,92.0,0.39080459770114945
435,Bot,47.0,0.3922018348623853
436,Bot,35.0,0.39359267734553777
437,AI,52.0,0.591324200913242
438,AI,64.0,0.592255125284738
439,AI,62.0,0.5931818181818181
440,AI,12.0,0.5941043083900227
441,AI,44.0,0.5950226244343891
442,AI,14.0,0.5959367945823928
443,AI,45.0,0.5968468468468469
444,AI,60.0,0.597752808988764
445,Bot,40.0,0.38789237668161436
446,AI,28.0,0.5973154362416108
447,Bot,52.0,0.38839285714285715
448,,,
449,AI,115.0,0.5955555555555555
450,Bot,73.0,0.38802660753880264
451,Bot,37.0,0.3893805309734513
452,Bot,22.0,0.39072847682119205
453,Bot,33.0,0.3920704845814978
454,AI,68.0,0.5912087912087912
455,Bot,35.0,0.3925438596491228
456,AI,48.0,0.5908096280087527
457,AI,70.0,0.5917030567685589
458,Bot,32.0,0.39215686274509803
459,Bot,22.0,0.3934782608695652
460,Bot,11.0,0.3947939262472885
461,AI,47.0,0.5887445887445888
462,Bot,56.0,0.3952483801295896
463,Bot,13.0,0.39655172413793105
464,AI,36.0,0.5870967741935483
465,Bot,21.0,0.3969957081545064
466,AI,95.0,0.5867237687366167
467,AI,12.0,0.5876068376068376
468,AI,46.0,0.5884861407249466
469,AI,40.0,0.5893617021276596
470,Bot,73.0,0.39490445859872614
471,AI,33.0,0.5889830508474576
472,AI,18.0,0.5898520084566596
473,AI,21.0,0.5907172995780591
474,AI,29.0,0.5915789473684211
475,AI,27.0,0.592436974789916
476,AI,20.0,0.5932914046121593
477,AI,14.0,0.5941422594142259
478,Bot,58.0,0.3903966597077244
479,AI,26.0,0.59375
480,Bot,55.0,0.3908523908523909
481,AI,156.0,0.5933609958506224
482,AI,39.0,0.5942028985507246
483,AI,29.0,0.5950413223140496
484,AI,34.0,0.5958762886597938
485,AI,58.0,0.5967078189300411
486,AI,17.0,0.5975359342915811
487,Bot,45.0,0.38729508196721313
488,AI,38.0,0.5971370143149284
489,Bot,51.0,0.3877551020408163
490,Bot,87.0,0.3890020366598778
491,Bot,12.0,0.3902439024390244
492,AI,74.0,0.5943204868154158
493,AI,163.0,0.5951417004048583
494,AI,36.0,0.5959595959595959
495,AI,41.0,0.5967741935483871
496,AI,37.0,0.5975855130784709
497,AI,12.0,0.5983935742971888
498,Bot,48.0,0.3867735470941884
499,Bot,48.0,0.388
500,AI,46.0,0.5968063872255489
501,AI,121.0,0.5976095617529881
502,AI,48.0,0.5984095427435387
503,AI,13.0,0.5992063492063492
504,Bot,94.0,0.38613861386138615
505,AI,79.0,0.5988142292490118
506,,,
507,AI,70.0,0.5984251968503937
508,Bot,121.0,0.3850687622789784
509,AI,33.0,0.5980392156862745
510,AI,54.0,0.598825831702544
511,AI,36.0,0.599609375
512,AI,45.0,0.6003898635477583
513,Bot,51.0,0.3832684824902724
514,Bot,87.0,0.3844660194174757
515,AI,29.0,0.5988372093023255
516,AI,83.0,0.5996131528046421
517,AI,63.0,0.6003861003861004
518,AI,21.0,0.6011560693641619
519,Bot,82.0,0.38269230769230766
520,Bot,25.0,0.3838771593090211
521,Bot,27.0,0.3850574712643678
522,Bot,35.0,0.3862332695984704
523,AI,33.0,0.5973282442748091
524,AI,28.0,0.5980952380952381
525,AI,36.0,0.5988593155893536
526,AI,55.0,0.5996204933586338
527,AI,28.0,0.6003787878787878
528,AI,41.0,0.6011342155009451
529,AI,19.0,0.6018867924528302
530,Bot,58.0,0.3822975517890772
531,Bot,136.0,0.38345864661654133
532,AI,90.0,0.600375234521576
533,AI,22.0,0.601123595505618
534,AI,22.0,0.6018691588785047
535,Bot,152.0,0.3824626865671642
536,Bot,25.0,0.38361266294227186
537,AI,73.0,0.6003717472118959
538,Bot,70.0,0.38404452690166974
539,AI,47.0,0.6
540,Bot,71.0,0.3844731977818854
541,AI,64.0,0.5996309963099631
542,,,
543,AI,30.0,0.5992647058823529
544,Bot,64.0,0.3834862385321101
545,Bot,99.0,0.38461538461538464
546,Bot,114.0,0.3857404021937843
547,Bot,165.0,0.38686131386861317
548,AI,90.0,0.5956284153005464
549,Bot,35.0,0.38727272727272727
550,AI,34.0,0.5952813067150635
551,AI,20.0,0.5960144927536232
552,Bot,63.0,0.38698010849909587
553,AI,43.0,0.5956678700361011
554,AI,22.0,0.5963963963963964
555,Bot,70.0,0.38669064748201437
556,AI,97.0,0.5960502692998204
557,AI,47.0,0.5967741935483871
558,AI,26.0,0.5974955277280859
559,Bot,50.0,0.38571428571428573
560,AI,33.0,0.5971479500891266
561,Bot,73.0,0.3861209964412811
562,Bot,118.0,0.3872113676731794
563,AI,23.0,0.5957446808510638
564,AI,43.0,0.5964601769911504
565,AI,66.0,0.5971731448763251
566,Bot,45.0,0.3862433862433862
567,AI,15.0,0.596830985915493
568,AI,56.0,0.5975395430579965
569,Bot,63.0,0.38596491228070173
570,AI,64.0,0.5971978984238179
571,AI,36.0,0.5979020979020979
572,Bot,88.0,0.3856893542757417
573,AI,29.0,0.5975609756097561
574,AI,35.0,0.5982608695652174
575,AI,76.0,0.5989583333333334
576,AI,19.0,0.5996533795493935
577,AI,28.0,0.6003460207612457
578,AI,148.0,0.6010362694300518
579,AI,24.0,0.6017241379310345
580,AI,120.0,0.6024096385542169
581,Bot,34.0,0.38144329896907214
582,Bot,30.0,0.38250428816466553
583,,,
584,AI,49.0,0.6
585,AI,13.0,0.6006825938566553
586,AI,46.0,0.6013628620102215
587,AI,24.0,0.6020408163265306
588,AI,25.0,0.6027164685908319
589,AI,13.0,0.6033898305084746
590,Bot,70.0,0.3790186125211506
591,AI,51.0,0.6030405405405406
592,Bot,67.0,0.3794266441821248
593,Bot,28.0,0.38047138047138046
594,AI,100.0,0.6016806722689075
595,AI,49.0,0.6023489932885906
596,Bot,39.0,0.38023450586264657
597,AI,81.0,0.6020066889632107
598,AI,12.0,0.6026711185308848
599,AI,39.0,0.6033333333333334
600,Bot,26.0,0.3793677204658902
601,AI,30.0,0.6029900332225914
602,Bot,98.0,0.37976782752902155
603,Bot,53.0,0.38079470198675497
604,Bot,33.0,0.38181818181818183
605,Bot,27.0,0.38283828382838286
606,,,
607,Bot,35.0,0.3832236842105263
608,Bot,27.0,0.3842364532019704
609,Bot,119.0,0.38524590163934425
610,Bot,11.0,0.3862520458265139
611,AI,105.0,0.5947712418300654
612,AI,20.0,0.5954323001631321
613,AI,44.0,0.5960912052117264
614,AI,81.0,0.5967479674796748
615,AI,62.0,0.5974025974025974
616,AI,51.0,0.5980551053484603
617,Bot,93.0,0.38349514563106796
618,AI,54.0,0.5977382875605816
619,Bot,119.0,0.38387096774193546
620,Bot,19.0,0.38486312399355876
621,Bot,57.0,0.3858520900321543
622,AI,34.0,0.5955056179775281
623,AI,58.0,0.5961538461538461
624,Bot,61.0,0.3856
625,AI,32.0,0.5958466453674122
626,AI,94.0,0.5964912280701754
627,AI,14.0,0.5971337579617835
628,AI,49.0,0.5977742448330684
629,AI,134.0,0.5984126984126984
630,AI,22.0,0.5990491283676703
631,AI,33.0,0.5996835443037974
632,AI,24.0,0.6003159557661928
633,Bot,79.0,0.38170347003154576
634,AI,61.0,0.6
635,Bot,76.0,0.38207547169811323
636,AI,21.0,0.5996860282574569
637,AI,83.0,0.6003134796238244
638,AI,34.0,0.6009389671361502
639,AI,71.0,0.6015625
640,Bot,40.0,0.38065522620904835
641,AI,122.0,0.6012461059190031
642,AI,19.0,0.6018662519440124
643,AI,44.0,0.6024844720496895
644,Bot,59.0,0.3798449612403101
645,Bot,27.0,0.38080495356037153
646,Bot,66.0,0.38176197836166925
647,AI,87.0,0.6003086419753086
648,AI,14.0,0.600924499229584
649,AI,29.0,0.6015384615384616
650,Bot,71.0,0.38095238095238093
651,Bot,59.0,0.38190184049079756
652,Bot,78.0,0.38284839203675347
653,Bot,62.0,0.3837920489296636
654,Bot,43.0,0.3847328244274809
655,Bot,26.0,0.3856707317073171
656,AI,26.0,0.5966514459665144
657,Bot,100.0,0.3860182370820669
658,AI,16.0,0.5963581183611533
659,AI,31.0,0.5969696969696969
660,AI,51.0,0.5975794251134644
661,AI,25.0,0.5981873111782477
662,AI,33.0,0.5987933634992458
663,AI,55.0,0.5993975903614458
664,AI,115.0,0.6
665,AI,83.0,0.6006006006006006
666,AI,30.0,0.6011994002998501
667,AI,98.0,0.6017964071856288
668,AI,17.0,0.6023916292974589
669,AI,35.0,0.6029850746268657
670,,,
671,Bot,45.0,0.3794642857142857
672,Bot,40.0,0.3803863298662704
673,AI,36.0,0.6008902077151336
674,AI,85.0,0.6014814814814815
675,AI,76.0,0.6020710059171598
676,AI,25.0,0.6026587887740029
677,AI,39.0,0.6032448377581121
678,Bot,85.0,0.3784977908689249
679,Bot,41.0,0.37941176470588234
680,AI,100.0,0.6020558002936858
681,Bot,47.0,0.37976539589442815
682,AI,22.0,0.6017569546120058
683,AI,90.0,0.6023391812865497
684,Bot,54.0,0.3795620437956204
685,Bot,29.0,0.380466472303207
686,AI,118.0,0.6011644832605532
687,Bot,110.0,0.3808139534883721
688,AI,68.0,0.6008708272859217
689,AI,66.0,0.6014492753623188
690,AI,23.0,0.6020260492040521
691,AI,48.0,0.6026011560693642
692,Bot,113.0,0.3795093795093795
693,Bot,105.0,0.3804034582132565
694,Bot,66.0,0.381294964028777
695,Bot,138.0,0.382183908045977
696,Bot,69.0,0.3830703012912482
697,AI,15.0,0.5988538681948424
698,AI,16.0,0.5994277539341917
699,Bot,97.0,0.38285714285714284
700,AI,99.0,0.5991440798858774
701,Bot,17.0,0.3831908831908832
702,,,
703,AI,32.0,0.5980113636363636
704,AI,44.0,0.5985815602836879
705,,,
706,Bot,82.0,0.38189533239038187
707,AI,25.0,0.597457627118644
708,AI,88.0,0.5980253878702397
709,AI,43.0,0.5985915492957746
710,AI,24.0,0.5991561181434599
711,AI,11.0,0.5997191011235955
712,AI,60.0,0.6002805049088359
713,AI,45.0,0.6008403361344538
714,Bot,35.0,0.37902097902097903
715,Bot,12.0,0.37988826815642457
716,AI,122.0,0.599721059972106
717,Bot,51.0,0.3802228412256267
718,AI,73.0,0.5994436717663422
719,Bot,28.0,0.38055555555555554
720,AI,92.0,0.5991678224687933
721,AI,132.0,0.5997229916897507
722,AI,19.0,0.6002766251728907
723,AI,99.0,0.600828729281768
724,AI,25.0,0.6013793103448276
725,Bot,72.0,0.3787878787878788
726,,,
727,AI,44.0,0.6002747252747253
728,Bot,16.0,0.3786008230452675
729,AI,61.0,0.6
730,Bot,29.0,0.3789329685362517
731,Bot,18.0,0.3797814207650273
732,AI,62.0,0.5989085948158254
733,Bot,47.0,0.3801089918256131
734,Bot,41.0,0.38095238095238093
735,AI,25.0,0.5978260869565217
736,AI,19.0,0.5983717774762551
737,AI,119.0,0.5989159891598916
738,AI,137.0,0.5994587280108254
739,Bot,36.0,0.37972972972972974
740,AI,42.0,0.5991902834008097
741,AI,60.0,0.5997304582210242
742,Bot,58.0,0.3795423956931359
743,Bot,56.0,0.3803763440860215
744,AI,85.0,0.5986577181208054
745,AI,133.0,0.599195710455764
746,Bot,59.0,0.38018741633199465
747,Bot,53.0,0.3810160427807487
748,AI,92.0,0.5981308411214953
749,Bot,92.0,0.38133333333333336
750,AI,120.0,0.5978695073235686
751,AI,48.0,0.598404255319149
752,Bot,43.0,0.38114209827357237
753,AI,51.0,0.5981432360742706
754,AI,25.0,0.5986754966887418
755,AI,31.0,0.5992063492063492
756,AI,104.0,0.5997357992073976
757,AI,56.0,0.600263852242744
758,AI,61.0,0.6007905138339921
759,Bot,28.0,0.37894736842105264
760,AI,89.0,0.6005256241787122
761,Bot,21.0,0.37926509186351703
762,Bot,24.0,0.3800786369593709
763,AI,91.0,0.599476439790576
764,AI,23.0,0.6
765,AI,24.0,0.6005221932114883
766,AI,22.0,0.6010430247718384
767,Bot,57.0,0.37890625
768,AI,28.0,0.6007802340702211
769,AI,16.0,0.6012987012987013
770,Bot,40.0,0.3787289234760052
771,Bot,64.0,0.3795336787564767
772,AI,52.0,0.6002587322121604
773,AI,20.0,0.6007751937984496
774,AI,54.0,0.6012903225806452
775,AI,158.0,0.6018041237113402
776,Bot,53.0,0.3783783783783784
777,Bot,80.0,0.3791773778920309
778,Bot,23.0,0.37997432605905007
779,Bot,45.0,0.38076923076923075
780,AI,45.0,0.5992317541613317
781,Bot,38.0,0.38107416879795397
782,AI,35.0,0.598978288633461
783,AI,26.0,0.5994897959183674
784,AI,113.0,0.6
